,qname,teloBPLengths
46,0d0da55c-83b4-459f-ac47-fb9e118f6dff,1968
47,0e1822fd-229b-4406-b445-6cfe94958fa5,264
48,08c54e7b-1fc2-41dd-a686-da91bd48412f,174
49,08c9f56c-1ead-4d29-b73a-d7bc5156d3fe,3846
50,0a7cac32-bbd9-4ec4-a268-570871a7f2af,258
51,0ba73a3d-7665-4e4c-b193-11734aa3c430,3864
52,0c48eb0f-c916-4444-aa42-456656fbdd1e,1098
53,0d4a0c32-5504-4cad-bf50-80d3d2c44bc1,150
54,0d7538be-8b0f-41e6-aa99-efa511207114,228
55,0de491f0-7e3c-4ac0-820d-49702611207d,4176
56,0f9a5708-a01f-42ab-8a23-4beb57a19178,168
57,10774c4f-f96a-455e-a171-69f116687458,3216
58,11015cd4-9f5a-4736-950e-76f9d5b94fe4,2040
59,125f5ae8-7145-4a73-ade2-fef76caee5bc,2874
60,1599935c-4d5e-4787-b17b-e0044123ab19,3762
61,16c7b413-79db-495e-ae0c-ff0ef299ea2a,162
62,17a9c0ef-7ef3-4fe8-9f3a-f327187a5ace,3804
63,18f3daef-f9f9-4642-a0dc-434d187c7342,4308
64,0f61d204-0041-4814-b6f6-c36e9d965c1c,2820
65,080f3bd4-eb45-40be-832e-06113795ec9f,2130
66,08e39a59-53f8-4070-b124-61c78f4118f5,2388
67,09e5a306-9150-445c-bc06-8a1b3b7b88e4,3672
68,0a5c7cc2-50d8-4307-a874-3067c418075d,2436
69,0b731ebb-824f-4875-a568-d81671c7c386,2208
70,0bf37962-243e-4ef1-8098-e3f76eafbd46,336
71,0d1c71bc-06a1-4bff-8297-3a6cfa03416e,6606
72,0d2988a1-8087-47bd-b62e-174a8e0eea6f,60
73,0dc90629-379c-4bf0-9af9-982cde8830f3,2508
74,0dda957d-c612-47f6-8fe5-858b35c4c3c7,4848
75,0eb2693f-177b-410d-9aa5-4f7cccdc7159,3534
76,0fa01986-d3d9-42f7-ab87-0af1cb24c384,3414
77,0fb3212e-556e-4b35-bbf4-7c8de87a8d4f,384
78,1078176d-a33d-4364-86be-3682c7ad0da3,6264
79,1128e823-f646-4979-9392-f4f375717c9d,1986
80,0e5b19f6-5351-4b33-8607-2dd2e7f18a05,186
81,0f631545-e417-44ff-b309-22398b7b78d0,5136
82,0fd1a96c-32fb-4ef1-b2af-40f80e5365d5,102
83,107f518c-31ea-484a-9803-f090684b815c,2208
84,117490bb-0cf1-4c75-9a88-235e38dfbe1b,2952
85,127114f0-323b-4068-b417-90382df7b7dc,114
86,1907652e-3541-426c-b53c-17cbd4bc1e52,6024
87,199655bc-52f2-4b7d-ae54-8a5b14ef8553,2712
88,1abca525-da5a-4212-b3b5-081c965e681a,2460
89,1b156f90-6b34-4e8a-af5b-422e778250ba,3120
90,1beb6d81-7d66-43e2-a227-87b0dcbfacc7,12
91,10705ce2-d6a9-401c-baa1-d73a9d162ee7,2766
92,10e38fc3-4ced-47b8-bef1-a1619a67b60a,5022
93,118540a5-4b38-41ed-961e-9b9c6c21d144,6018
94,12602628-df04-45b6-afc0-9a126fa60762,744
95,13eb0124-b6f1-4736-886b-49fafcb3e82d,84
96,14ff8fcc-0211-4b26-acf2-3fd0b8003bbf,4134
97,15141bb0-eb2a-488a-8674-8804e78ee80e,4350
98,154f9956-a621-46f9-a29a-a4ebb6811e56,3846
99,12dcafea-9406-4a11-ae28-ebab3f7d1e53,366
100,137bd7bd-d600-421e-ba02-0ab16a5662ac,60
101,14b7db71-91b6-412e-9413-76234390664a,4434
102,165c6bde-8cd3-4df8-bd40-5f37ca7fb8f5,1656
103,173b4b18-a27e-4ee4-ac07-8a3e2f1aae26,3336
104,181bb0cf-8078-4ff2-88ad-3bf0c33e86d6,3000
105,1db221ae-a874-456f-acda-0ea2cd24f811,5148
106,1edd2315-6652-4708-9654-d25343b25190,498
107,1fe07c03-b496-403f-a5c4-626056058264,3810
108,20cf2ee2-ea3d-4831-b447-aff1b538ecc7,6102
109,2258c7d2-44ff-471d-919c-365736ec8ced,288
110,237c8055-224d-42d0-9495-894997feead3,2658
111,23cbe50d-7323-412c-9afb-7fb88bee12ef,2010
112,2433a827-0948-4d6b-bbaf-15e350ef930c,12
113,25abb417-68e3-46f6-a237-541ae803f0c9,54
